gene,gene_synonym
LAMTOR1,"C11orf59 PDRO Ragulator1 p18 p27RF-Rholate endosomal/lysosomal adaptor, MAPK and MTOR activator 1 "
MSANTD2,C11orf61Myb/SANT DNA binding domain containing 2 
JHY,C11orf63junctional cadherin complex regulator 
LINC00301,C11orf64 NCRNA00301long intergenic non-protein coding RNA 301 
PPP1R32,C11orf66 IIIG9protein phosphatase 1 regulatory subunit 32 
AAMDC,C11orf67 CK067 PTD015adipogenesis associated Mth938 domain containing 
BRSK2,C11orf7 PEN11B SAD1 SADA STK29BR serine/threonine kinase 2 
CFAP300,C11orf70 CILD38cilia and flagella associated protein 300 
HIKESHI,C11orf73 HLD13 HSPC138 HSPC179 L7RN6 OPI10heat shock protein nuclear import factor hikeshi 
SMCO4,C11orf75 FN5single-pass membrane protein with coiled-coil domains 4 
SHANK2-AS3,C11orf76SHANK2 antisense RNA 3 
HARBI1,C11orf77harbinger transposase derived 1 
SDHAF2,C11orf79 PGL2 SDH5succinate dehydrogenase complex assembly factor 2 
DUSP8,C11orf81 HB5 HVH-5 HVH8dual specificity phosphatase 8 
DDIAS,C11orf82 noxinDNA damage induced apoptosis suppressor 
UQCC3,C11orf83 CCDS41658.1 MC3DN9 UNQ655ubiquinol-cytochrome c reductase complex assembly factor 3 
SPINDOC,C11orf84 SPIN-DOCspindlin interactor and repressor of chromatin binding 
MAJIN,C11orf85membrane anchored junction protein 
PRR33,C11orf89proline rich 33 
VSTM5,C11orf90V-set and transmembrane domain containing 5 
COLCA1,C11orf92 CASC12 LOH11CR1Fcolorectal cancer associated 1 
COLCA2,C11orf93 CASC13 LOH11CR1Gcolorectal cancer associated 2 
POLR3B,C128 HLD8 INMAP RPC2RNA polymerase III subunit B 
HECTD4,C12ord51 C12orf51 HEEL POTAGEHECT domain E3 ubiquitin protein ligase 4 
METTL1,C12orf1 TRM8 TRMT8 YDL201wmethyltransferase like 1 
CCER1,C12orf12coiled-coil glutamate rich protein 1 
SINHCAF,C12orf14 FAM60A L4 TERASIN3-HDAC complex associated factor 
MYRFL,C12orf15 C12orf28 bcm1377myelin regulatory factor like 
CSRNP2,C12orf2 C12orf22 FAM130A1 PPP1R72 TAIP-12cysteine and serine rich nuclear protein 2 
RASSF8,C12orf2 HOJ1Ras association domain family member 8 
TMEM263,C12orf23transmembrane protein 263 
FAM216A,C12orf24 HSU79274family with sequence similarity 216 member A 
FAM186B,C12orf25family with sequence similarity 186 member B 
METTL25,C12orf26methyltransferase like 25 
HNF1A-AS1,C12orf27 HAS1 NCRNA00262HNF1A antisense RNA 1 
ANO2,C12orf3 TMEM16Banoctamin 2 
NAA25,"C12orf30 MDM20 NAP1N(alpha)-acetyltransferase 25, NatB auxiliary subunit "
LLPH,"C12orf31 hLLPLLP homolog, long-term synaptic facilitation factor "
RHNO1,C12orf32 HKMT1188 RHINORAD9-HUS1-RAD1 interacting nuclear orphan 1 
LINC00612,C12orf33long intergenic non-protein coding RNA 612 
FAM222A,C12orf34family with sequence similarity 222 member A 
RESF1,C12orf35 GET KIAA1551 UTA2-1retroelement silencing factor 1 
LINC01559,C12orf36long intergenic non-protein coding RNA 1559 
LINC00615,C12orf37long intergenic non-protein coding RNA 615 
TCTN2,C12orf38 JBTS24 MKS8 TECT2tectonic family member 2 
SPX,C12orf39spexin hormone 
KANSL2,C12orf41 NSL2KAT8 regulatory NSL complex subunit 2 
ATG101,C12orf44autophagy related 101 
ERP27,C12orf46 PDIA8endoplasmic reticulum protein 27 
MAPKAPK5-AS1,C12orf47MAPKAPK5 antisense RNA 1 
TIGAR,C12orf5 FR2BPTP53 induced glycolysis regulatory phosphatase 
RITA1,C12orf52 RITARBPJ interacting and tubulin associated 1 
PIANP,C12orf53 LEDA1 PANP leda-1PILR alpha associated neural protein 
CFAP54,C12orf55 C12orf63cilia and flagella associated protein 54 
BBS10,C12orf58Bardet-Biedl syndrome 10 
TMEM52B,C12orf59transmembrane protein 52B 
LINC01465,C12orf61long intergenic non-protein coding RNA 1465 
COX14,C12orf62 PCAG1cytochrome c oxidase assembly factor COX14 
OTOGL,C12orf64 DFNB84Botogelin like 
LINC00477,C12orf67 FAM191Blong intergenic non-protein coding RNA 477 
CCDC184,C12orf68coiled-coil domain containing 184 
SMCO3,C12orf69single-pass membrane protein with coiled-coil domains 3 
ANKRD33,C12orf7 PANKYankyrin repeat domain 33 
SMCO2,C12orf70single-pass membrane protein with coiled-coil domains 2 
ETFBKMT,C12orf72 ETFB-KMT METTL20electron transfer flavoprotein subunit beta lysine methyltransferase 
LINC01619,C12orf79long intergenic non-protein coding RNA 1619 
ERP29,C12orf8 ERp28 ERp31 HEL-S-107 PDI-DB PDIA9endoplasmic reticulum protein 29 
TMDD1,C12orf81 hCG1648055transmembrane and death domain 1 
SUPT20H,"C13 C13orf19 FAM48A FP757 P38IP SPT20SPT20 homolog, SAGA complex component "
DEL3Q13.31,C13DELq13.31Chromosome 3q13.31 deletion syndrome 
DEL13Q14,C13DELq14Chromosome 13q14 deletion syndrome 
MCOR,"C13DELq32 DEL13q32microcoria, congenital "
SPRYD7,C13orf1 CLLD6SPRY domain containing 7 
TMCO3,C13orf11transmembrane and coiled-coil domains 3 
POMP,C13orf12 HSPC014 PNAS-110 PRAAS2 UMP1proteasome maturation protein 
SHISA2,C13orf13 PRO28631 TMEM46 WGAR9166 bA398O19.2 hShisashisa family member 2 
RGCC,C13orf15 RGC-32 RGC32 bA157L14.2regulator of cell cycle 
TEX29,C13orf16 bA474D23.1testis expressed 29 
DCUN1D2,C13orf17defective in cullin neddylation 1 domain containing 2 
RUBCNL,C13orf18 KIAA0226L PACERrubicon like autophagy enhancer 
KCTD12,C13orf2 PFET1 PFETINpotassium channel tetramerization domain containing 12 
SERP2,C13orf21 bA269C23.1stress associated endoplasmic reticulum protein family member 2 
USPL1,C13orf22 D13S106E bA121O19.1ubiquitin specific peptidase like 1 
PROSER1,C13orf23proline and serine rich 1 
PIBF1,C13orf24 CEP90 JBTS33 PIBFprogesterone immunomodulatory binding factor 1 
MIR17HG,C13orf25 FGLDS2 LINC00048 MIHG1 MIRH1 MIRHG1 NCRNA00048 miR-17-92miR-17-92a-1 cluster host gene 
MIR18A,C13orf25 MIR17HG MIR18 MIRH1 MIRHG1 MIRN18 MIRN18A hsa-mir-18 hsa-mir-18a miR-18 miRNA18A mir-18amicroRNA 18a 
MIR19B1,C13orf25 MIR17HG MIR19B MIRH1 MIRHG1 MIRN19B1 miR-19b-1 miRNA19B1microRNA 19b-1 
MIR20A,C13orf25 MIR17HG MIR20 MIRH1 MIRHG1 MIRN20 MIRN20A hsa-mir-20 hsa-mir-20a miR-20 miRNA20A mir-20amicroRNA 20a 
MIR92A1,C13orf25 MIR17HG MIR92-1 MIRH1 MIRHG1 MIRN92-1 MIRN92A-1 MIRN92A1 miRNA92-1 mir-92a-1microRNA 92a-1 
MIR19A,C13orf25 MIR17HG MIRH1 MIRHG1 MIRN19A hsa-mir-19a miR-19a miRNA19AmicroRNA 19a 
TEX26,C13orf26testis expressed 26 
TEX30,C13orf27testis expressed 30 
SPACA7,C13orf28sperm acrosome associated 7 
LINC00346,C13orf29 NCRNA00346long intergenic non-protein coding RNA 346 
SKA3,C13orf3 RAMA1spindle and kinetochore associated complex subunit 3 
FAM216B,C13orf30family with sequence similarity 216 member B 
LACC1,C13orf31 FAMINlaccase domain containing 1 
SLAIN1,C13orf32SLAIN motif family member 1 
BORA,C13orf34BORA aurora kinase A activator 
ATP11AUN,C13orf35 SMABLO1ATP11A upstream neighbor 
SERTM1,C13orf36serine rich and transmembrane domain containing 1 
MZT1,C13orf37 MOZART1mitotic spindle organizing protein 1 
CCDC169-SOHLH2,C13orf38-SOHLH2 SOHLH2 TEB1CCDC169-SOHLH2 readthrough 
CCDC169,C13orf38coiled-coil domain containing 169 
METTL21C,C13orf39methyltransferase like 21C 
SETDB2,C13orf4 CLLD8 CLLL8 KMT1FSET domain bifurcated histone lysine methyltransferase 2 
CCDC168,C13orf40coiled-coil domain containing 168 
SPART-AS1,C13orf43 SPG20-AS1 SPG20OSSPART antisense RNA 1 
SMIM2-AS1,C13orf44-AS1 C3orf81-AS1SMIM2 antisense RNA 1 
SMIM2-IT1,C13orf44-IT1SMIM2 intronic transcript 1 
SMIM2,C13orf44small integral membrane protein 2 
LMO7DN-IT1,C13orf45-IT1 TCONS_00021569LMO7DN intronic transcript 1 
LMO7DN,C13orf45LMO7 downstream neighbor 
OBI1,C13orf7 RNF219ORC ubiquitin ligase 1 
CHAMP1,C13orf8 CAMP CHAMP MRD40 ZNF828chromosome alignment maintaining phosphoprotein 1 
VPS36,C13orf9 CGI-145 EAP45vacuolar protein sorting 36 homolog 
DEL14Q11Q22,C14DELq11q22Chromosome 14q11-q22 deletion syndrome 
FRIASS,C14DELq22 DEL14q22Frias syndrome 
DUP14Q32,"C14DUPq32Myeloproliferative neoplasms, familial, susceptibility to "
ERG28,C14orf1 NET51ergosterol biosynthesis 28 homolog 
PPP2R3C,C14orf10 G4-1 G5pr GDRM SPGF36protein phosphatase 2 regulatory subunit B''gamma 
JKAMP,C14orf100 C24orf100 CDA06 HSPC213 HSPC327 JAMPJNK1/MAPK8 associated membrane protein 
TMEM260,C14orf101 SHDRAtransmembrane protein 260 
NRDE2,"C14orf102NRDE-2, necessary for RNA interference, domain containing "
ATG2B,C14orf103autophagy related 2B 
DNAAF2,C14orf104 CILD10 KTU PF13dynein axonemal assembly factor 2 
CCDC198,C14orf105coiled-coil domain containing 198 
MIS18BP1,C14orf106 HSA242977 KNL2 M18BP1MIS18 binding protein 1 
LINC00216,C14orf107 NCRNA00216 PRO1617long intergenic non-protein coding RNA 216 
AP5M1,C14orf108 MUDENG Mu5 MuDadaptor related protein complex 5 subunit mu 1 
TMEM251,C14orf109transmembrane protein 251 
FAM30A,C14orf110 HSPC053 KIAA0125family with sequence similarity 30 member A 
COX16,C14orf112 HSPC203 hCOX16cytochrome c oxidase assembly factor COX16 
EXD2,C14orf114 EXDL2exonuclease 3'-5' domain containing 2 
VRTN,C14orf115 vertninvertebrae development associated 
FOXN3,C14orf116 CHES1 PRO1635forkhead box N3 
ELMSAN1,C14orf117 C14orf43 LSR68 MIDEAS c14_5541ELM2 and Myb/SANT domain containing 1 
GPATCH2L,C14orf118G-patch domain containing 2 like 
TRAV33,C14orf12 TCRAV33S1T cell receptor alpha variable 33 (pseudogene) 
NGDN,C14orf120 CANu1 LCP5 NGD lpd-2neuroguidin 
CARMIL3,C14orf121 LRRC16B crml-1capping protein regulator and myosin 1 linker 3 
EMC9,C14orf122 CGI-112 FAM158AER membrane protein complex subunit 9 
CHMP4A,C14orf123 CHMP4 CHMP4B HSPC134 SHAX2 SNF7 SNF7-1 VPS32-1 VPS32Acharged multivesicular body protein 4A 
SDR39U1,C14orf124 HCDIshort chain dehydrogenase/reductase family 39U member 1 
HEATR5A,C14orf125HEAT repeat containing 5A 
NUBPL,C14orf127 IND1 MC1DN21 huInd1nucleotide binding protein like 
ARHGAP5-AS1,C14orf128ARHGAP5 antisense RNA 1 (head to head) 
GSKIP,C14orf129 HSPC210GSK3B interacting protein 
OR4Q3,C14orf13 HSA6 OR14-3 OR4Q4 c14_5008olfactory receptor family 4 subfamily Q member 3 
UBR7,C14orf130ubiquitin protein ligase E3 component n-recognin 7 (putative) 
ZNF839,C14orf131zinc finger protein 839 
VIPAS39,"C14orf133 SPE-39 SPE39 VIPAR VPS16B hSPE-39VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog "
DIO3OS,C14orf134 DIO3-AS1 DIO3-OS NCRNA00041DIO3 opposite strand upstream RNA 
PCNX4,C14orf135 FBP2 PCNXL4pecanex 4 
OTUB2,"C14orf137 OTB2 OTU2OTU deubiquitinase, ubiquitin aldehyde binding 2 "
VCPKMT,C14orf138 METTL21D VCP-KMTvalosin containing protein lysine methyltransferase 
SYNE3,C14orf139 C14orf49 KASH3 LINC00341 NCRNA00341 NET53 Nesp3spectrin repeat containing nuclear envelope family member 3 
OR4H12P,C14orf14 OR4H12 c14_5009olfactory receptor family 4 subfamily H member 12 pseudogene 
ZC2HC1C,C14orf140 FAM164Czinc finger C2HC-type containing 1C 
LTBP2,C14orf141 GLC3D LTBP3 MSPKA MSTP031 WMS3latent transforming growth factor beta binding protein 2 
GON7,C14orf142 PNAS-127GON7 subunit of KEOPS complex 
EFCAB11,C14orf143EF-hand calcium binding domain 11 
LINC02691,C14orf144long intergenic non-protein coding RNA 2691 
CEP128,C14orf145 C14orf61 LEDP/132centrosomal protein 128 
LRFN5,C14orf146 FIGLER8 SALM5leucine rich repeat and fibronectin type III domain containing 5 
SPTSSA,C14orf147 SSSPTAserine palmitoyltransferase small subunit A 
NOXRED1,C14orf148NADP dependent oxidoreductase domain containing 1 
L3HYPDH,C14orf149trans-L-3-hydroxyproline dehydratase 
OR11H2,C14orf15 OR11H13 OR11H2P OR11H8Polfactory receptor family 11 subfamily H member 2 
WDR89,C14orf150 MSTP050WD repeat domain 89 
INF2,"C14orf151 C14orf173 CMTDIE FSGS5 pp9484inverted formin, FH2 and WH2 domain containing "
FAM181A,C14orf152family with sequence similarity 181 member A 
SETD3,"C14orf154 hSETD3SET domain containing 3, actin histidine methyltransferase "
FSCB,C14orf155fibrous sheath CABYR binding protein 
SLIRP,C14orf156 DC50 PD04872SRA stem-loop interacting RNA binding protein 
DGLUCY,C14orf159D-glutamate cyclase 
L2HGDH,C14orf160 L2HGAL-2-hydroxyglutarate dehydrogenase 
CATSPERB,C14orf161 CatSper(beta)cation channel sperm associated auxiliary subunit beta 
CCDC177,C14orf162 PLPLcoiled-coil domain containing 177 
SCFD1,C14orf163 RA410 SLY1 SLY1P STXBP1L2sec1 family domain containing 1 
RNF212B,C14orf164ring finger protein 212B 
LINC00596,C14orf165 CNSLT1I7Glong intergenic non-protein coding RNA 596 
RTRAF,"C14orf166 CGI-99 CGI99 CLE CLE7 LCRP369 RLLM1 hCLE hCLE1RNA transcription, translation and transport factor "
LRRC74A,C14orf166B LRRC74leucine rich repeat containing 74A 
DNAL1,C14orf168 CILD16 LC1dynein axonemal light chain 1 
RIOX1,C14orf169 JMJD9 MAPJD NO66 ROX URLC2 hsNO66ribosomal oxygenase 1 
BMS1P18,C14orf17 LINC00516BMS1 pseudogene 18 
YLPM1,C14orf170 PPP1R169 ZAP113 ZAP3YLP motif containing 1 
TMEM63C,C14orf171 CSC1 hsCSC1transmembrane protein 63C 
TRMT61A,C14orf172 GCD14 Gcd14p TRM61 hTRM61tRNA methyltransferase 61A 
SAMD15,C14orf174 FAM15Asterile alpha motif domain containing 15 
PLD4,C14orf175phospholipase D family member 4 
TMEM253,C14orf176 C14orf95 NCRNA00220transmembrane protein 253 
IFT43,C14orf179 CED3 RP81 SRTD18intraflagellar transport 43 
CCNB1IP1,C14orf18 HEI10cyclin B1 interacting protein 1 
LINC01588,C14orf182long intergenic non-protein coding RNA 1588 
LINC01599,C14orf183long intergenic non-protein coding RNA 1599 
IGBP1P1,C14orf19immunoglobulin (CD79A) binding protein 1 pseudogene 1 
TSSK4,C14orf20 STK22E TSK-4 TSK4 TSSK5testis specific serine kinase 4 
NOP9,C14orf21NOP9 nucleolar protein 
LINC02588,C14orf22 NOVA1-AS1long intergenic non-protein coding RNA 2588 
LINC01551,C14orf23 c14_5148long intergenic non-protein coding RNA 1551 
FAM177A1,C14orf24family with sequence similarity 177 member A1 
TTC6,C14orf25 NCRNA00291tetratricopeptide repeat domain 6 
LINC00517,C14orf26long intergenic non-protein coding RNA 517 
CLEC14A,C14orf27 CEG1 EGFR-5C-type lectin domain containing 14A 
LINC00519,C14orf30 c14_5317long intergenic non-protein coding RNA 519 
FRMD6,C14orf31 EX1 Willin c14_5320FERM domain containing 6 
MAPK1IP1L,C14orf32 MISS c14_5346mitogen-activated protein kinase 1 interacting protein 1 like 
KTN1-AS1,C14orf33 MYCLo-3KTN1 antisense RNA 1 
LINC00520,C14orf34long intergenic non-protein coding RNA 520 
NAA30,"C14orf35 MAK3 Mak3p NAT12 NAT12PN(alpha)-acetyltransferase 30, NatC catalytic subunit "
SLC35F4,C14orf36 c14_5373solute carrier family 35 member F4 
ARMH4,C14orf37 UT2 c14_5376armadillo like helical domain containing 4 
CCDC175,C14orf38 c14_5395coiled-coil domain containing 175 
IRF2BPL,C14orf4 EAP1 NEDAMSSinterferon regulatory factor 2 binding protein like 
NUMB,C14orf41 S171 c14_5527NUMB endocytic adaptor protein 
ACOT6,C14orf42 c14_5530acyl-CoA thioesterase 6 
FAM161B,C14orf44 c14_5547FAM161 centrosomal protein B 
BBOF1,C14orf45 CCDC176basal body orientation factor 1 
LIN52,C14orf46 c14_5549lin-52 DREAM MuvB core complex component 
TC2N,"C14orf47 C2CD1 MTAC2D1 Tac2-Ntandem C2 domains, nuclear "
CCDC197,C14orf48 LINC00521 c14_5713coiled-coil domain containing 197 
PPP1R36,C14orf50protein phosphatase 1 regulatory subunit 36 
ZBTB25,C14orf51 KUP ZNF46zinc finger and BTB domain containing 25 
CHURC1,C14orf52 My015 chchchurchill domain containing 1 
CCDC196,C14orf53 LINC00238 NCRNA00238coiled-coil domain containing 196 
FAM71D,C14orf54family with sequence similarity 71 member D 
ADAM20P1,C14orf55ADAM metallopeptidase domain 20 pseudogene 1 
FLVCR2,C14orf58 CCT EPV FLVCRL14q MFSD7C PVHH SLC49A2feline leukemia virus subgroup C cellular receptor family member 2 
ZDHHC22,C14orf59zinc finger DHHC-type containing 22 
RNASE11,C14orf6 HEL-S-84p RAJ1ribonuclease A family member 11 (inactive) 
NRXN3,C14orf60neurexin 3 
SNHG10,C14orf62 LINC00063 NCRNA00063small nucleolar RNA host gene 10 
LINC00618,C14orf63long intergenic non-protein coding RNA 618 
LINC01550,C14orf64long intergenic non-protein coding RNA 1550 
DEGS2,"C14orf66 DES2 FADS8delta 4-desaturase, sphingolipid 2 "
WDR25,C14orf67WD repeat domain 25 
SLC25A47,C14orf68 HDMCP HMFN1655solute carrier family 25 member 47 
SLC25A29,C14orf69 CACL ORNT3solute carrier family 25 member 29 
LINC00523,C14orf70long intergenic non-protein coding RNA 523 
LINC00524,C14orf71long intergenic non-protein coding RNA 524 
LINC00239,C14orf72 NCRNA00239long intergenic non-protein coding RNA 239 
EXOC3L4,C14orf73exocyst complex component 3 like 4 
LINC00677,C14orf74long intergenic non-protein coding RNA 677 
TDRD9,C14orf75 HIG-1 HLS NET54 SPGF30 SPNEtudor domain containing 9 
ASPG,C14orf76 GPA/WT LYSOLPasparaginase 
C14orf180,C14orf77 NRACchromosome 14 open reading frame 180 
AHNAK2,C14orf78AHNAK nucleoprotein 2 
CLBA1,C14orf79clathrin binding box of aftiphilin containing 1 
TPPP2,C14orf8 CT152 P18 p25betatubulin polymerization promoting protein family member 2 
TEDC1,C14orf80tubulin epsilon and delta complex 1 
FRMD6-AS1,C14orf82FRMD6 antisense RNA 1 
TMEM229B,C14orf83transmembrane protein 229B 
ACTN1-AS1,C14orf84ACTN1 antisense RNA 1 
ITPK1-AS1,C14orf85 ITPK1-AS ITPK1AS NCRNA00203ITPK1 antisense RNA 1 
FAM181A-AS1,C14orf86FAM181A antisense RNA 1 
GLRX5,C14orf87 FLB4739 GRX5 PR01238 PRO1238 PRSA SIDBA3 SPAHGCglutaredoxin 5 
C14orf132,C14orf88chromosome 14 open reading frame 132 
MIR381HG,C14orf89 NCRNA00225MIR381 host gene 
PIP4P1,"C14orf9 TMEM55Bphosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 "
TMEM179,C14orf90 TMEM179Atransmembrane protein 179 
TOX4,C14orf92 KIAA0737 LCP1 MIG7TOX high mobility group box family member 4 
HAUS4,C14orf94HAUS augmin like complex subunit 4 
ADAM6,C14orf96 tMDCIVADAM metallopeptidase domain 6 (pseudogene) 
LINC00226,C14orf97 NCRNA00226long intergenic non-protein coding RNA 226 
LINC00221,C14orf98 NCRNA00221long intergenic non-protein coding RNA 221 
LBR,C14SR DHCR14B LMN2R PHA PHASK TDRD18lamin B receptor 
PLAC8,C15 DGIC PNAS-144 onzinplacenta associated 8 
DEL15Q11.2,C15DELq11.2Chromosome 15q11.2 deletion syndrome 
DEL15Q14,C15DELq14Chromosome 15q14 deletion syndrome 
DEL15Q15.3,C15DELq15.3Deafness and male infertility 
DEL15Q25,C15DELq25Chromosome 15q25 deletion syndrome 
DEL15Q26QTER,C15DELq26qterChromosome 15q26-qter deletion syndrome 
GREM1,"C15DUPq CKTSF1B1 CRAC1 CRCS4 DAND2 DRM DUP15q GREMLIN HMPS HMPS1 IHG-2 MPSH PIG2gremlin 1, DAN family BMP antagonist "
ANP32A,C15orf1 HPPCn I1PP2A LANP MAPM PHAP1 PHAPI PP32acidic nuclear phosphoprotein 32 family member A 
BTBD1,C15orf1 NS5ATP8BTB domain containing 1 
TPM1,C15orf13 CMD1Y CMH3 HEL-S-265 HTM-alpha LVNC9 TMSAtropomyosin 1 
RSL24D1,C15orf15 HRP-L30-iso L30 RLP24 RPL24 RPL24L TVAS3ribosomal L24 domain containing 1 
OTUD7A,C15orf16 C16ORF15 CEZANNE2 OTUD7OTU deubiquitinase 7A 
FAM219B,C15orf17family with sequence similarity 219 member B 
RAMAC,C15orf18 FAM103A1 HsT19360 RAM RAMMETRNA guanine-7 methyltransferase activating subunit 
RPUSD2,C15orf19 C18B11 PUS9RNA pseudouridine synthase domain containing 2 
PIF1,C15orf20 PIFPIF1 5'-to-3' DNA helicase 
HMGN2P46,C15orf21 D-PCa-2high mobility group nucleosomal binding domain 2 pseudogene 46 
TMED3,C15orf22 P24B p24g4 p24gamma4 p26transmembrane p24 trafficking protein 3 
KNSTRN,C15orf23 HSD11 SKAP TRAF4AF1kinetochore localized astrin (SPAG5) binding protein 
HAUS2,C15orf25 CEP27 HsT17025HAUS augmin like complex subunit 2 
CFAP161,C15orf26cilia and flagella associated protein 161 
TMEM266,C15orf27 HVRP1 HsHVRP1 hTMEM266transmembrane protein 266 
ANP32A-IT1,C15orf28 HsT18971 NCRNA00321ANP32A intronic transcript 1 
KATNBL1,C15orf29katanin regulatory subunit B1 like 1 
NPAP1,C15orf2nuclear pore associated protein 1 
EID1,C15orf3 CRI1 EID-1 IRO45620 PNAS-22 PTD014 RBP21EP300 interacting inhibitor of differentiation 1 
FAM227B,C15orf33family with sequence similarity 227 member B 
HEXA-AS1,C15orf34HEXA antisense RNA 1 
DISP2,C15orf36 DISPB HsT16908 LINC00594dispatched RND transporter family member 2 
ST20-AS1,C15orf37ST20 antisense RNA 1 
ARPIN,C15orf38actin related protein 2/3 complex inhibitor 
MRPL46,C15orf4 LIECG2 P2ECSLmitochondrial ribosomal protein L46 
TICRR,C15orf42 SLD3 TreslinTOPBP1 interacting checkpoint and replication regulator 
TERB2,C15orf43telomere repeat binding bouquet formation protein 2 
INTS14,C15orf44 VWA9integrator complex subunit 14 
LINC00593,C15orf50long intergenic non-protein coding RNA 593 
DNM1P46,C15orf51 DNM1DN14.2 DNM1DN14@dynamin 1 pseudogene 46 
CCDC9B,C15orf52coiled-coil domain containing 9B 
LINC02694,C15orf53long intergenic non-protein coding RNA 2694 
NUTM1,C15orf55 FAM22H NUTNUT midline carcinoma family member 1 
CCDC32,C15orf57coiled-coil domain containing 32 
GDPGP1,C15orf58 VTC2GDP-D-glucose phosphorylase 1 
INSYN1-AS1,C15orf59-AS1INSYN1 antisense RNA 1 
INSYN1,C15orf59inhibitory synaptic factor 1 
LINC00597,C15orf5long intergenic non-protein coding RNA 597 
RHCG,C15orf6 PDRC2 RHGK SLC42A3Rh family C glycoprotein 
REC114,C15orf60 CT147REC114 meiotic recombination protein 
HYPK,C15orf63 HSPC136huntingtin interacting protein K 
SERF2-C15ORF63,C15orf63 HYPKSERF2-C15orf63 readthrough 
BMIQ16,"C16DELp11.2 DEL16p.11.2Chromosome 16p11.2 deletion syndrome, 220kb "
OI16,"C16DELp11.2 DEL16p11.2Osteogenesis imperfecta, type XVI "
FRA16E,"C16DELp12.1fragile site, distamycin A type, rare, fra(16)(p12.1) "
DEL16P12.1P11.2,C16DELp12.1p11.2Chromosome 16p12.2-p11.2 deletion syndrome 
DEL16P13.2,C16DELp13.2Chromosome 16p13.2 deletion syndrome 
DUP16P13.3,C16DUPq13.3Chromosome 16p13.3 duplication syndrome 
VIPR2,C16DUPq36.3 DUP7q36.3 PACAP-R-3 PACAP-R3 VIP-R-2 VPAC2 VPAC2R VPCAP2Rvasoactive intestinal peptide receptor 2 
ZDHHC1,C16orf1 DHHC-1 HSU90653 ZNF377zinc finger DHHC-type containing 1 
LINC00235,C16orf10 LA16c-356B8.1 NCRNA00235long intergenic non-protein coding RNA 235 
PRR35,C16orf11 LA16c-366D1.2proline rich 35 
WFIKKN1,"C16orf12 RJD2 WFDC20A WFIKKNWAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1 "
METTL26,C16orf13 JFP2methyltransferase like 26 
MCRIP2,C16orf14 FAM195A c349E10.1MAPK regulated corepressor interacting protein 2 
WDR90,C16orf15 C16orf16 C16orf17 C16orf18 C16orf19WD repeat domain 90 
EMC8,C16orf2 C16orf4 COX4NB FAM158B NOC4ER membrane protein complex subunit 8 
JMJD8,C16orf20 PP14397jumonji domain containing 8 
WDR24,C16orf21 JFP7WD repeat domain 24 
FBXL16,C16orf22 Fbl16 c380A1.1F-box and leucine rich repeat protein 16 
METRN,"C16orf23 c380A1.2meteorin, glial cell differentiation regulator "
ANTKMT,C16orf24 FAM173Aadenine nucleotide translocase lysine methyltransferase 
CCDC78,C16orf25 CNM4 JFP10 hsCCDC78coiled-coil domain containing 78 
LMF1,C16orf26 HMFN1876 JFP11 TMEM112 TMEM112Alipase maturation factor 1 
